gene	missense	nonsense	synonymous	undoStop	dS	dN	dStop	dN_dS	dStop_dS	dS_min	dN_min	dStop_min	dN_dS_min	dStop_dS_min	dS_max	dN_max	dStop_max	dN_dS_max	dStop_dS_max	CI
E	2381	1	1466	0	103.00368874055854	75.9891272675862	0.7337941560633412	0.7377320967502872	0.00712395997692463	97.80432109608287	73.02105131803327	0.0	0.6919112571572146	0.0	108.3435798348849	79.08486239776506	2.2013824681900234	0.7871750587305714	0.021864044646555843	95
M	7849	12	8253	0	207.24142156616603	77.76370257073002	1.4626405049035018	0.37523243173615456	0.007057664890783063	202.82187834604665	76.069525842536	0.6094335437097925	0.36402979965870486	0.0029730613136530982	211.7111868683322	79.54704649514477	2.43773417483917	0.3869308484689606	0.011764200263296299	95
N	21645	20	14758	0	209.80126455089362	104.89370698334163	0.763491661144078	0.49996699118034393	0.003639118490436315	206.47469618763918	103.5416467270075	0.45809499668644676	0.4896512594991339	0.0021656999728388625	213.1704812264975	106.26515161611066	1.107062908658913	0.5105015402895263	0.005296469625873467	95
ORF1a	125882	41	101420	8	180.30114842872308	64.04747619276827	0.23110606460642963	0.3552250041163083	0.0012817781063540526	179.22737704585037	63.70658703427735	0.1578285319263422	0.35225343606194714	0.0008786673568664685	181.3571421396939	64.38430775269359	0.3100203305696007	0.3581978566093083	0.0017226231743894124	95
ORF1b	47242	48	52239	1	150.40027565466093	39.51371515767486	0.5056934231515078	0.26272368840868093	0.0033623171297414854	149.17378744797847	39.16325906667393	0.3687347877146411	0.2594995237402829	0.0024338164876503234	151.67282914610144	39.87002612370444	0.663722617886354	0.2660592997484078	0.004408905694604731	95
ORF3a	16532	112	8078	2	189.1130089523173	136.0425876169152	10.426946208129293	0.7193719161393958	0.05513605999869807	185.0395175487888	134.0017842217425	8.47189379410505	0.7002650949559154	0.04504653038352828	193.37378731692755	138.116307195881	12.381998622153533	0.738905217588799	0.06553613660837358	95
ORF6	3054	158	2087	0	298.0253500048552	142.95945737196143	50.15490883234293	0.4796889169650583	0.16829074718484802	285.3160753759946	137.85710607741532	42.53644166793641	0.4538809775521067	0.14223278676242296	310.7346246337159	148.01499810417224	58.09081212859972	0.5069173682847268	0.19639569884692756	95
ORF7a	8408	797	3265	5	177.2973583508141	161.63915327844146	149.70875354783456	0.9116839347296414	0.8443935935673073	171.26979119095486	158.02495717754385	139.18969432740954	0.8760761309314612	0.7810982813585362	183.3792279175189	165.25334937933906	160.41565311148145	0.9494078561144407	0.9129987459668214	95
ORF7b	2186	127	894	2	116.1979107771613	152.72892920671768	73.60270765236339	1.3143861897793825	0.6334253960341428	108.65934385873248	146.1614455171333	60.8526323110091	1.217091266388561	0.5202858566780929	123.9964282789842	159.3662797440636	86.93233187287015	1.424576857967179	0.757967523969038	95
ORF8	6124	732	2230	18	140.975779981692	120.44965247797053	129.26809885830835	0.8543996173925257	0.9169525352163039	134.9700853187948	117.08634572197234	119.7319276310561	0.8144338898415754	0.84260571796708	146.79340157488264	123.81295923396873	138.62767432209296	0.898813028927137	0.9956981312380825	95
ORF9b	6223	102	1958	2	88.92207192969066	131.92013648635836	24.769064894950027	1.483547713448081	0.27854799553630005	85.01640380611896	128.59192478326366	20.15521947334169	1.4111990688857483	0.22525097804121355	92.87315479888528	135.24887815946943	29.868578255675033	1.563119948746816	0.33635844497769024	95
S	39983	18	28306	0	170.78079694044703	71.42191998619457	0.3466742575489283	0.4182081432205759	0.002029936993851932	168.85614936664632	70.64666266998496	0.1925968097494046	0.4116182804564234	0.0011319808039912873	172.78402926236294	72.18650411700244	0.5200113863233924	0.4249132519990936	0.0030350410177462915	95
S1	24633	10	16456	0	191.28199971986427	82.69269129276987	0.4187369720459579	0.4323077519780989	0.0021891080847084685	188.38737162189153	81.52773244911	0.16749478881838314	0.4236108009419677	0.0008809403322747966	194.1995849124801	83.85420922348469	0.7118528524781284	0.44125241583477454	0.0036981176902006188	95
