gene	missense	nonsense	synonymous	undoStop	dS	dN	dStop	dN_dS	dStop_dS	dS_min	dN_min	dStop_min	dN_dS_min	dStop_dS_min	dS_max	dN_max	dStop_max	dN_dS_max	dStop_dS_max	CI
E	336	0	188	0	13.209204285965216	10.723371172578313	0.0	0.8118105330517069	0.0	11.382399437906196	9.606353342101405	0.0	0.6824173511587328	0.0	15.106270858949582	11.904218593368187	0.0	0.9748637670503171	0.0	95
M	685	3	1175	0	29.505473202501523	6.786614379022813	0.36566012622587546	0.2300120500506812	0.012392959222049494	27.77281137188654	6.271426134191884	0.0	0.20925422912405342	0.0	31.238135033116507	7.302050310509906	0.8532069611937094	0.2525657221108813	0.02911513556165584	95
N	3485	13	1758	0	24.99191103675776	16.888637968904856	0.4962695797436507	0.6757641680168147	0.019857208158821638	23.826190499207055	16.31195276996664	0.2672220814004273	0.6379861939252109	0.010328098208049833	26.186063782541407	17.460477073734346	0.763491661144078	0.7166009541926607	0.03146287213338226	95
ORF1a	16432	43	12195	1	21.679870884325357	8.360433809437158	0.24237953117259695	0.38563116238306516	0.011179934256335374	21.29942870562543	8.234750011860708	0.16910199849250948	0.37673068122382375	0.007868981132947197	22.065646364595846	8.487631256635265	0.3156570638526844	0.3948176972733086	0.014705827055515317	95
ORF1b	7964	22	6664	0	19.186191101718265	6.6611749611727396	0.2317761522777744	0.3471858966616976	0.012080362957346815	18.734103518022692	6.513130264019604	0.13695863543686668	0.33605698274757384	0.0072948234703381735	19.64396486900116	6.809219658325876	0.33712894876767185	0.3586088096143414	0.017552999004703487	95
ORF3a	2495	30	939	0	21.982807056972756	20.53146964095109	2.7929320200346317	0.933978521839352	0.12705074528453988	20.531333108589042	19.733252183968222	1.861954680023088	0.8659386163205814	0.08367235588466897	23.410870135221256	21.32145805198568	3.81700709404733	1.010002478281557	0.17644046365413116	95
ORF6	312	38	264	0	37.699421371002295	14.604895448609026	12.062573010310325	0.3874037032261414	0.31996705974879064	33.27259537668005	12.919715204538754	8.253339428107065	0.3302392196572131	0.22058516950258594	42.41184904237758	16.430507379685153	15.871806592513586	0.4551316233705717	0.43080459876458604	95
ORF7a	1024	90	344	0	18.680027954879034	19.68583408148478	16.90563088996877	1.0538439304820764	0.9050110059151807	16.725141308438207	18.455469451391984	13.33666436875314	0.9355666810374162	0.7004389374548844	20.634914601319863	20.916198711577582	20.850278097628152	1.1923209323101105	1.1426655307222877	95
ORF7b	272	29	127	3	16.50686204552515	19.00378259113779	16.806917495421562	1.1512656093403004	1.0181776190452718	13.777380919887133	16.698176615007103	11.011428703896886	0.9377364732851043	0.6478612846953477	19.366318462860214	21.309388567268478	23.181955166098707	1.4259104614185374	1.472669431912364	95
ORF8	940	114	364	0	23.01129323467977	18.48835292770939	20.131917035310316	0.8034469309984732	0.8748711699944784	20.672233208077703	17.249239912341633	16.60000176595763	0.7111306391369655	0.7018014424814272	25.476788938395458	19.727465943077146	24.017023831598273	0.9099191336089895	1.0737976749719014	95
ORF9b	838	48	264	0	11.989492844452673	17.76459495027612	11.656030538800012	1.48168026627544	0.9721871216757139	10.536220984519016	16.556263312846838	8.499188934541676	1.2960943137874956	0.6974385872890991	13.44276470438633	19.01532418901871	15.055706112616683	1.7109004543419237	1.3006287168364281	95
S	5686	19	3347	0	20.193716079971605	10.156942626653885	0.36593393852386874	0.5029754100944143	0.018121178740687895	19.51194436887606	9.890782856803124	0.21185649072434504	0.4816325440588468	0.010291271529869929	20.89358792499004	10.424888703684854	0.5392710672983329	0.5249156995761725	0.02710809666534049	95
S1	3281	10	1890	0	21.969067785035456	11.01427841235651	0.4187369720459579	0.5013539272639982	0.019060297694160084	20.981040926978306	10.628224764864587	0.16749478881838314	0.4736582425528276	0.007552094523507261	22.957094643092606	11.396975071609374	0.7118528524781284	0.5305378038213763	0.032961012351607026	95
