gene	missense	nonsense	synonymous	undoStop	dS	dN	dStop	dN_dS	dStop_dS	dS_min	dN_min	dStop_min	dN_dS_min	dStop_dS_min	dS_max	dN_max	dStop_max	dN_dS_max	dStop_dS_max	CI
E	362	1	166	0	11.663446337607583	11.553155846646874	0.7337941560633412	0.9905439192012151	0.06291400798898499	9.977164939399259	10.340393630700516	0.0	0.8213634562995158	0.0	13.490251185666603	12.76591806259323	2.2013824681900234	1.2011111737816802	0.20749123164579153	95
M	705	1	1064	0	26.718147648903507	6.9847637039577855	0.12188670874195849	0.2614239503330402	0.004561944575785763	25.161263105452363	6.459667992880108	0.0	0.2372359017523609	0.0	28.300143233378055	7.509859415035463	0.36566012622587546	0.2876100785964984	0.014276203025400152	95
N	3716	2	2005	0	28.50328875352634	18.008085708020214	0.0763491661144078	0.6317897511315184	0.002678609011564047	27.251916188673896	17.416862226755825	0.0	0.5987071579426926	0.0	29.78273812400882	18.613847471610775	0.1908729152860195	0.6670497402003956	0.006829449893910228	95
ORF1a	17692	9	13144	0	23.366971947812424	9.001508943315615	0.05073059954775285	0.3852235952274647	0.0021710386635056564	22.94741889092839	8.866158139752109	0.0225469331323346	0.3765424093368116	0.00095892193012873	23.7811917031259	9.13889490603429	0.08455099924625474	0.39433859033210067	0.0036517368183249313	95
ORF1b	8831	2	7210	2	20.758168944085938	7.386343054007592	0.02107055929797949	0.35582825604239926	0.0010150490322501473	20.271604373829277	7.228261428233905	0.0	0.34499643494909604	0.0	21.2447335143426	7.541936357894101	0.05267639824494873	0.3670811893010066	0.0025607169815214078	95
ORF3a	2898	15	976	0	22.849009251975943	23.847775158106717	1.3964660100173159	1.0437115629442184	0.06111713617939701	21.397535303592228	22.983725333537635	0.7447818720092352	0.9735827656506968	0.03223171390234211	24.277657601977815	24.72848880072106	2.141247882026551	1.1240626705797367	0.09468305541443091	95
ORF6	308	25	269	0	38.41342556363491	14.417653199267885	7.935903296256793	0.37532849486135755	0.20659191883604172	33.84379873078615	12.826094079868183	5.078978109604347	0.3189135569973738	0.12702451695290334	42.98305239648368	16.102833443338156	11.11026461475951	0.4431678891564458	0.2994225787555766	95
ORF7a	1042	68	354	0	19.22305202333482	20.031874133698384	12.773143339087516	1.0420756344716613	0.6644701020203362	17.213862970048414	18.801509503605583	9.767697847537512	0.9268476633981098	0.5046781859121264	21.23224107662123	21.300687658481582	15.778588830637519	1.1832270688116753	0.8486742269410266	95
ORF7b	255	16	125	0	16.246911462131052	17.816046179191677	9.272782066439483	1.096580492896636	0.5707412198344807	13.517430336493037	15.650173898584061	5.215939912372209	0.8873037765879488	0.30633772534054904	19.236343171163167	20.05178530756083	13.909173099659224	1.3731353777143118	0.9051934290138026	95
ORF8	1500	132	351	1	22.189461333441205	29.50269084208945	23.310640777727734	1.3295812096901447	1.0505275647497052	19.913619145395952	27.889877076055228	19.248938217972142	1.18462347574502	0.8518482444683079	24.59173919860008	31.15484152924646	27.54893910095096	1.4984261082161285	1.2886448993033508	95
ORF9b	819	29	271	0	12.30739606381316	17.361817737799694	7.042185117191674	1.4106816460427243	0.5721913133109829	10.854124203879502	16.132287299713756	4.613845421608338	1.2338460655999726	0.36675051215294613	13.806082669369744	18.54895057457232	9.713358782333344	1.6217503806119835	0.810170558483096	95
S	6147	3	3498	0	21.104756154090428	10.98043023672906	0.057779042924821375	0.5202822603852204	0.002737726155325557	20.398850931097698	10.69283478071582	0.0	0.49899543743344116	0.0	21.79859462113457	11.278743535823537	0.1348177668245832	0.5428411477231159	0.006346299596639363	95
S1	3768	1	1999	0	23.23606693242639	12.649131684778828	0.041873697204595786	0.5443749031006068	0.0018020991816889724	22.224792383591424	12.222794178418182	0.0	0.515208954464167	0.0	24.247632077396073	13.095611120573833	0.12562109161378737	0.5758163465748416	0.005587998341566064	95
