gene	missense	nonsense	synonymous	undoStop	dS	dN	dStop	dN_dS	dStop_dS	dS_min	dN_min	dStop_min	dN_dS_min	dStop_dS_min	dS_max	dN_max	dStop_max	dN_dS_max	dStop_dS_max	CI
E	47	0	8	0	0.5620937994027752	1.4999953723547046	0.0	2.6685855171297925	0.0	0.21078517477604067	1.0851030353204245	0.0	1.400534243032657	0.0	0.9836641489548564	1.9468025045454675	0.0	7.4190462603892104	0.0	95
M	42	0	69	0	1.732661830614983	0.41611358236344254	0.0	0.2401585670157858	0.0	1.3057741332170887	0.297223987402459	0.0	0.163592333977652	0.0	2.1595495280128776	0.5449106435711748	0.0	0.34382784066687	0.0	95
N	235	0	127	0	1.8054452227919426	1.1388321155502557	0.0	0.6307763321609748	0.0	1.464258723996615	0.9837571040710719	0.0	0.5021085406897949	0.0	2.1608478257037427	1.2939071270294393	0.0	0.8012323712408416	0.0	95
ORF1a	984	1	863	0	1.5342130851310196	0.500649152171748	0.00563673328308365	0.3263230883792086	0.003674022427335953	1.4275470537198247	0.4675778159002403	0.0	0.2975548985148956	0.0	1.6462124181127742	0.5342292782320482	0.016910199849250948	0.3580941884032638	0.011530100191445687	95
ORF1b	436	0	412	0	1.1861810825191965	0.3646750732133745	0.0	0.30743625791003354	0.0	1.0652597100293755	0.3295458230414439	0.0	0.2683209633110215	0.0	1.3099815353063942	0.3998252336532643	0.0	0.35209110019979817	0.0	95
ORF3a	197	3	62	0	1.4514739483837178	1.6211220518105671	0.2792932020034632	1.1168798817338472	0.19242040293900478	1.100310896355399	1.3989378112070883	0.0	0.8510076811084247	0.0	1.8026370004120367	1.8597643843105998	0.6516841380080808	1.5182114092293841	0.45634128347283104	95
ORF6	15	0	14	0	1.9992117393713338	0.7021584350292801	0.0	0.35121764303468866	0.0	0.9996058696856669	0.37448449868228273	0.0	0.1639015667495214	0.0	3.1416184475835243	1.0766429337115628	0.0	0.764873978164433	0.0	95
ORF7a	74	8	22	1	1.194652950602729	1.4226091035447987	1.5027227457750019	1.1908137026967212	1.2578738829689784	0.7059312889925217	1.095793498676399	0.5635210296656257	0.753732125682493	0.43239414727058634	1.737677019058515	1.7686491557583985	2.6297648051062534	2.069688680778501	2.645234783302411	95
ORF7b	14	2	2	0	0.2599505833940968	0.9781358686615038	1.1590977583049353	3.7627762011159085	4.458915779956881	0.0	0.4890679343307519	0.0	1.1825868060649998	0.0	0.6498764584852421	1.5370706507537917	2.8977443957623383			95
ORF8	76	11	22	0	1.3907924482498761	1.4948030026658656	1.9425533981439778	1.074785101505888	1.396724148587676	0.8218319012385632	1.160439173122185	0.8829788173381717	0.6954339322487576	0.5985960636804326	2.0229708338180017	1.848835292770939	3.1787237424174184	1.8408051848160054	2.793448297175352	95
ORF9b	66	2	8	0	0.36331796498341434	1.3991208433391693	0.48566793911666717	3.850954200415165	1.3367572923041067	0.13624423686878037	1.0811388334893581	0.0	2.0616219456768055	0.0	0.6358064387209751	1.7383016538456346	1.214169847791668	10.580399419322475	5.347029169216427	95
S	587	1	192	0	1.1584085710649978	1.0485623147811873	0.01925968097494046	0.9051748588299705	0.01662598279744583	1.001389909283922	0.9574606485906582	0.0	0.7697841388891333	0.0	1.321309776371013	1.1432365953321293	0.057779042924821375	1.0712380674051576	0.055037736157062055	95
S1	402	1	103	0	1.1972560750574879	1.3495092721021997	0.041873697204595786	1.1271684481011308	0.034974721011614134	0.9764030126682426	1.2085157660616714	0.0	0.9099493557100995	0.0	1.4413568282245486	1.4938597663817883	0.12562109161378737	1.4193629382935284	0.12007987547320853	95
