gene	missense	nonsense	synonymous	undoStop	dS	dN	dStop	dN_dS	dStop_dS	dS_min	dN_min	dStop_min	dN_dS_min	dStop_dS_min	dS_max	dN_max	dStop_max	dN_dS_max	dStop_dS_max	CI
E	151	0	71	0	4.9885824696996295	4.819134068628944	0.0	0.9660327553769221	0.0	3.864394870894079	4.053178984873351	0.0	0.7368576557937583	0.0	6.183031793430526	5.6489187426975045	0.0	1.2896811465764044	0.0	95
M	363	0	440	0	11.048858050298442	3.5964102475697532	0.0	0.3255006292231811	0.0	10.019305368338815	3.229833996440054	0.0	0.2827713394964757	0.0	12.128632814304881	3.9728939649462016	0.0	0.37378676326293225	0.0	95
N	1614	0	883	0	12.552819934844766	7.82159589148133	0.0	0.6230947254942883	0.0	11.699853687856448	7.409677892239748	0.0	0.5720881034002412	0.0	13.391570077716615	8.228667796614188	0.0	0.6801144790716563	0.0	95
ORF1a	7259	0	5509	0	9.793719450737877	3.6933050768442266	0.0	0.3771095440727543	0.0	9.543009832741813	3.6098635514822686	0.0	0.3640067586107372	0.0	10.05149569331493	3.7767466022061846	0.0	0.39084129613027413	0.0	95
ORF1b	3651	0	3298	0	9.495206820748326	3.053735532802822	0.0	0.3216081113820493	0.0	9.166991666847382	2.955039068034065	0.0	0.3061558508006977	0.0	9.834938295838775	3.1532684082899585	0.0	0.33741145085680674	0.0	95
ORF3a	1185	11	463	0	10.839232872607441	9.751419448708234	1.0240750740126983	0.8996411059081224	0.09447855637465892	9.855976326928149	9.18361527827712	0.465488670005772	0.8107297729869161	0.04257696282019378	11.822489418286734	10.3356817110359	1.6757592120207792	1.0044184576209967	0.15612864102980062	95
ORF6	157	3	240	0	34.27220124636572	7.349258286639799	0.9523083955508151	0.21443788316395715	0.02778661308344761	29.988176090570008	6.22580479059295	0.0	0.17369623744251658	0.0	38.69902724068796	8.519522345021931	2.222052922951902	0.2625264760118246	0.06403499311411794	95
ORF7a	530	50	159	1	8.634082688446997	10.188957092955992	9.392017161093762	1.180085651321075	1.0877840182907832	7.329467363981971	9.304632515076792	6.762252355987508	0.9963810499519326	0.7687007062588201	9.991642859586461	11.07328167083519	12.021781966200015	1.4213476067022726	1.465335721305876	95
ORF7b	108	11	49	0	6.3687892931553725	7.545619558245887	6.375037670677145	1.1847808446662336	1.0009810934597079	4.679110501093743	6.148282603015167	2.8977443957623383	0.8560587342113086	0.445891577995688	8.188443376914051	9.012823361238143	10.431879824744419	1.679810804069602	1.7671608671319612	95
ORF8	677	66	96	1	6.068912501454005	13.315547800063039	11.655320388863867	2.194058292465556	1.9204957043080548	4.867773568874567	12.19444554806364	8.829788173381717	1.7782187519126158	1.3841410481499492	7.333269272590256	14.456318512623831	14.65744836781365	2.7677736636523806	2.625874654681702	95
ORF9b	490	8	104	0	4.723133544784386	10.3874123217605	1.9426717564666687	2.1992628883489873	0.41130993609357125	3.8148386323258503	9.475863893524375	0.7285019086750008	1.7880013946013331	0.14991670567896523	5.676843202865848	11.341358351309934	3.3996755738166704	2.7540285548963075	0.7395249975109388	95
S	3264	1	1590	0	9.593070979132014	5.830506636193859	0.01925968097494046	0.6077831227223346	0.002007665847238742	9.122467497136858	5.617936081749291	0.0	0.5721770922592642	0.0	10.06367446112717	6.0466498049988395	0.057779042924821375	0.6466709079464378	0.00619041117732954	95
S1	1884	1	893	0	10.38009393229453	6.324565842389414	0.041873697204595786	0.6092975539183163	0.004034038369760645	9.705910899737887	6.019079912634935	0.0	0.5617826035617839	0.0	11.054276964851175	6.650193701578253	0.12562109161378737	0.6634107150387998	0.012566498596033452	95
