gene	missense	nonsense	synonymous	undoStop	dS	dN	dStop	dN_dS	dStop_dS	dS_min	dN_min	dStop_min	dN_dS_min	dStop_dS_min	dS_max	dN_max	dStop_max	dN_dS_max	dStop_dS_max	CI
E	22	0	19	0	1.3349727735815908	0.7021254934426276	0.0	0.525947425548537	0.0	0.7728789741788158	0.41489233703427997	0.0	0.27648619603934943	0.0	1.9673282979097129	1.0212734450074583	0.0	1.0220114746454525	0.0	95
M	72	0	117	0	2.9379917997384495	0.7133375697659015	0.0	0.2427976721478274	0.0	2.410659938246933	0.5548181098179233	0.0	0.18026680615285892	0.0	3.4904347022533715	0.8817644959606282	0.0	0.3224656583213333	0.0	95
N	367	0	193	0	2.743708094479094	1.7785165379018886	0.0	0.6482163833246802	0.0	2.3598732833343505	1.5798266794441844	0.0	0.5412126885621426	0.0	3.14175900974031	1.9917446786857662	0.0	0.7783272587100061	0.0	95
ORF1a	1802	0	1326	0	2.357319294187407	0.9168391994039532	0.0	0.38893297215386236	0.0	2.2222089877332265	0.8720656979902196	0.0	0.36289940686434546	0.0	2.492429600641587	0.9626302803952717	0.0	0.41832128503545996	0.0	95
ORF1b	932	1	776	0	2.2341663107643117	0.7795347895295069	0.010535279648989745	0.3489152914774849	0.004715530620182707	2.067179653516464	0.7251680928348525	0.0	0.3167890176575113	0.0	2.398273887714783	0.83557430766092	0.031605838946969236	0.3852370977248323	0.014854878597815077	95
ORF3a	392	3	129	0	3.020002247443542	3.2257860117245802	0.2792932020034632	1.068140268589282	0.09248112389316508	2.5283739746038956	2.8883951278452233	0.0	0.8762870849139491	0.0	3.5350413904184093	3.5796349875004907	0.6516841380080808	1.3144605656657455	0.21303687468246957	95
ORF6	33	2	17	0	2.4276142549509054	1.5447485570644162	0.6348722637005434	0.6363237297334359	0.261521064314801	1.2852075467387145	1.0298323713762776	0.0	0.3590224795465706	0.0	3.570020963163096	2.059664742752555	1.5871806592513586	1.2218116794055232	0.8083378351548395	95
ORF7a	160	13	38	0	2.0634914601319863	3.075911575231997	2.441924461884378	1.4906345069318843	1.1833945083194994	1.4118625779850433	2.595300391601998	1.1270420593312513	1.0692984878736331	0.5534645085063505	2.7151203422789294	3.575747206207197	3.756806864437505	2.2091203392730527	2.1140819221928537	95
ORF7b	38	2	6	3	0.7798517501822906	2.6549402149383674	1.1590977583049353	3.4044165629143928	1.4863052599856266	0.2599505833940968	1.8864048895614718	0.0	1.666372317637045	0.0	1.4297282086675327	3.5632092358383356	2.8977443957623383	11.563817575215042	6.688373669935321	95
ORF8	333	16	19	0	1.2011389325794384	6.549597366943858	2.8255322154821494	5.452822474814498	2.352377513410823	0.6953962241249381	5.802195865610925	1.5893618712087092	3.622326812714174	1.142774303389917	1.7700994795907514	7.336335789399577	4.2382983232232245	9.618855261503354	4.65574716195892	95
ORF9b	88	1	25	0	1.1353686405731698	1.8654944577855592	0.24283396955833358	1.6430737921771372	0.21388116676865707	0.7266359299668287	1.4627172453091315	0.0	1.0845824664270876	0.0	1.5895160968024378	2.2894704709186406	0.7285019086750008	2.6908628280975844	0.763861309888061	95
S	1009	0	381	0	2.298717008207105	1.8023839448283099	0.0	0.7840825723189335	0.0	2.0634152672095274	1.6737698278534454	0.0	0.6937305431744551	0.0	2.5400521271789795	1.9327843689833808	0.0	0.8915209864476633	0.0	95
S1	773	0	208	0	2.417759840892791	2.5949519087935333	0.0	1.0732877041399247	0.0	2.0922921700033768	2.3767476732546204	0.0	0.9141201130898905	0.0	2.754851357171113	2.8165131325715063	0.0	1.265451217505617	0.0	95
