gene	missense	nonsense	synonymous	undoStop	dS	dN	dStop	dN_dS	dStop_dS	dS_min	dN_min	dStop_min	dN_dS_min	dStop_dS_min	dS_max	dN_max	dStop_max	dN_dS_max	dStop_dS_max	CI
E	55	0	24	0	1.6862813982083253	1.7553137336065692	0.0	1.0409376130648127	0.0	1.0539258738802033	1.308506601415806	0.0	0.6638707014790973	0.0	2.388898647461794	2.2340356609538152	0.0	1.7564402760087248	0.0	95
M	101	0	168	0	4.2186548919321325	1.000654090921612	0.0	0.2371974282217987	0.0	3.5908788663469937	0.8025047659866392	0.0	0.18411840661741302	0.0	4.871541958540677	1.2087108821033332	0.0	0.30350208191324124	0.0	95
N	481	0	272	0	3.866780319680381	2.3309712662964808	0.0	0.6028196777646663	0.0	3.4118649879532774	2.117743125512603	0.0	0.5175166703323902	0.0	4.336267158126863	2.5490455011890827	0.0	0.7028018139450819	0.0	95
ORF1a	2298	1	1913	0	3.40086863482693	1.169198934644997	0.00563673328308365	0.34379420677167594	0.0016574392863517656	3.2444251220905107	1.1203551149209239	0.0	0.32344876175798104	0.0	3.557312147563349	1.2190730536913745	0.016910199849250948	0.36578301655272966	0.005136092907328716	95
ORF1b	1148	0	1100	0	3.1669883271143595	0.9601995046994356	0.0	0.30319009908518774	0.0	2.968331786595368	0.9008143436945054	0.0	0.2786445398364672	0.0	3.368523947930728	1.019584665704366	0.0	0.33003038661535805	0.0	95
ORF3a	529	4	144	8	3.3711652994718606	4.353165306638528	0.3723909360046176	1.2912939354592048	0.1104635646501694	2.832715286361772	3.9746291930177864	0.0930977340011544	1.080874837613128	0.02469992749941676	3.9330261827171706	4.731701420259269	0.7447818720092352	1.5773433060804598	0.23741422850185664	95
ORF6	25	2	33	0	4.712427671375287	1.1702640583821335	0.6348722637005434	0.2483357071962445	0.13472297252580656	3.1416184475835243	0.7489689973645655	0.0	0.1456902815551301	0.0	6.426037733693573	1.6383696817349869	1.5871806592513586	0.40975391687380347	0.3585853939504714	95
ORF7a	152	13	63	0	3.421051631271451	2.9221159964703975	2.441924461884378	0.8541572333371591	0.7137935129546188	2.5522131217421937	2.403055918149998	1.3148824025531267	0.6337497016353922	0.34104327108665966	4.344192547646287	3.441176074790797	3.756806864437505	1.1698240369617612	1.22087759229342	95
ORF7b	32	10	19	5	2.46953054224392	2.2357391283691515	5.795488791524677	0.9053296122985642	2.3467977789246737	1.4297282086675327	1.3274701074691837	2.3181955166098707	0.4778128509353534	0.9387191115698694	3.6393081675173558	3.2837418447921913	9.85233094559195	1.759220042080165	4.86427175995296	95
ORF8	420	23	49	1	3.097674089283815	8.260753435785047	4.06170255975559	2.666760026292805	1.3112104252047572	2.2758421880452517	7.434678092206542	2.472340688546881	2.0194174983952076	0.7519863049985435	4.045941667636003	9.106497239924945	5.8276601944319335	3.700866404383267	2.172682008914163	95
ORF9b	121	7	38	0	1.725760333671218	2.5650548794551438	1.6998377869083352	1.4863332001602394	0.9849790574872366	1.2261981318190234	2.119880065665408	0.48566793911666717	1.0599848682960935	0.31453112760096624	2.316152026769266	3.052627294558188	3.1568416042583367	2.2005452573800945	1.980381173783862	95
S	1313	1	553	0	3.3364580197861655	2.345421327611071	0.01925968097494046	0.7029674324394436	0.0057724931231638325	3.0528892549942133	2.2025167531945553	0.0	0.6331728601863694	0.0	3.626060162552415	2.493684823568207	0.057779042924821375	0.781513223431331	0.0183108338266325	95
S1	880	0	305	0	3.545272843616833	2.9541496503729747	0.0	0.8332644004231834	0.0	3.150062100393973	2.742659391312182	0.0	0.7305504377839643	0.0	3.9521074322286007	3.1790678623900077	0.0	0.9561128545667544	0.0	95
