gene	missense	nonsense	synonymous	undoStop	dS	dN	dStop	dN_dS	dStop_dS	dS_min	dN_min	dStop_min	dN_dS_min	dStop_dS_min	dS_max	dN_max	dStop_max	dN_dS_max	dStop_dS_max	CI
E	3318	2	1515	0	106.44651326190053	105.89329032921084	1.4675883121266824	0.9948028083237583	0.013787096140160406	100.89583699279814	102.31883327168474	0.0	0.9371272960972746	0.0	111.9269278060776	109.56349177220639	3.6689707803167058	1.0578297420393112	0.03499907951129862	95
M	11077	77	8920	2	223.9904859287775	109.7450036152346	9.385276573130804	0.48995386192487805	0.041900335785311216	219.29472125740068	107.5851759734434	7.069429107033593	0.4761568010298339	0.03160336499786647	228.73647268220117	111.87510885828556	11.823010747969974	0.5043438153814245	0.05287392613530603	95
N	28876	70	19869	9	282.459772690182	139.93581348352842	2.672220814004273	0.4954185587234683	0.009460535879334993	278.5929923705016	138.2881414865621	2.0996020681462144	0.4864795058113655	0.00738900515113541	286.2984762042323	141.5690683505213	3.3211887259767394	0.5046137046991769	0.011786625130679849	95
ORF1a	170290	159	138508	10	246.234977978363	86.64181313346236	0.8962405920103003	0.35186639138276976	0.0036397777414427864	245.0082741729545	86.23882618124934	0.7440487933670418	0.3494164005919703	0.0030169092612094147	247.47230394273285	87.04986254407389	1.0597058572197262	0.3543418294286378	0.004302829655856664	95
ORF1b	77439	44	70409	0	202.7131646579954	64.77080962057457	0.4635523045555488	0.3195195029876412	0.002286740011866641	201.25059186692803	64.32665461884719	0.3265936691186821	0.3162887496468294	0.001616069468436164	204.18444666696232	65.22916269424641	0.6005109399924154	0.3228886195790177	0.0029792442452719965	95
ORF3a	24367	153	9504	0	222.4969097651428	200.51716262166542	14.243953302176623	0.9012132475607048	0.06401865678589364	218.0956661797212	198.00709788129222	12.009607686148916	0.8806087383146608	0.05385544043874555	226.87474248042918	203.01879258994163	16.571396652205483	0.9226645952826336	0.07458966948021227	95
ORF6	3725	169	3591	12	512.7978111487471	174.3693446989379	53.64670628269592	0.3400352749328695	0.10461570840663093	496.2329138796703	167.9562976590038	46.0282391182894	0.32395063093359316	0.08920808181620081	529.7911109334034	180.78239173887198	61.900045710802985	0.3563917263639219	0.12128652656782812	95
ORF7a	10581	831	4366	16	237.08430828779612	203.413877359561	156.09532521737833	0.8579811917060212	0.6583958522800867	230.02363783769977	199.18449894361703	145.5762659969533	0.8283536304959752	0.6110422285541318	244.2522259914125	207.50868464408862	166.99006512424708	0.8885376424847103	0.7095286286375015	95
ORF7b	2962	223	1446	11	187.94427179393202	206.9456030696696	129.2394000510003	1.1011008800341158	0.6876474543087029	178.32610020835043	199.5397172069468	113.0120314347312	1.0358060081530525	0.5957212175075882	197.8223939629077	214.42135578015396	146.62586642557432	1.172029366011618	0.7879717654434517	95
ORF8	8551	704	2995	15	189.3374264776536	168.18500626047125	124.32341748121458	0.8882818858865242	0.6566235730255252	182.63633559063146	164.4283302932452	115.1404377808976	0.8525796085175988	0.603658929076407	195.9752995261189	171.8635000969658	133.50639718153158	0.9265858816561172	0.7107495709549089	95
ORF9b	9307	260	2627	39	119.30453675142869	197.29723771147954	63.13683208516674	1.6537278722480508	0.5292073026251507	114.763062189136	193.07867638080538	55.60897902885839	1.5840051185415442	0.4634757515759603	123.84714668236192	201.64352181611002	70.90751911103341	1.7279405800962953	0.5976339869226891	95
S	59792	90	34393	6	207.50596866999203	106.80687891890418	1.7333712877446412	0.5147171409260277	0.008353356285868169	205.30378570937367	105.85656349903434	1.3674373492207725	0.5076960635800081	0.006618743261775	209.70830246505975	107.74652115337227	2.09930522626851	0.5219059019166921	0.010131682409355885	95
S1	39401	70	18788	6	218.3888071667969	132.26869360721088	2.931158804321705	0.6056569259348039	0.01342174465050766	215.2268306248793	130.77483384082907	2.2611796490481724	0.5950227302613483	0.010303637400467898	221.49237388563526	133.77942223949393	3.6430116567998336	0.616625666517014	0.016717826196304606	95
