gene	missense	nonsense	synonymous	undoStop	dS	dN	dStop	dN_dS	dStop_dS	dS_min	dN_min	dStop_min	dN_dS_min	dStop_dS_min	dS_max	dN_max	dStop_max	dN_dS_max	dStop_dS_max	CI
E	198	0	71	0	4.9885824696996295	6.319129440983649	0.0	1.2667184474478848	0.0	3.864394870894079	5.4574299717586054	0.0	0.9718318578400919	0.0	6.183031793430526	7.212743705365175	0.0	1.6744321501828079	0.0	95
M	402	0	645	0	16.19662146009658	3.98280143119295	0.0	0.2459032237683229	0.0	14.941069408926303	3.606317713816502	0.0	0.2175525334691921	0.0	17.477284552290264	4.379100081062895	0.0	0.2780190055786186	0.0	95
N	2013	0	2897	0	41.18405362541935	9.755187440862402	0.0	0.23686807349243955	0.0	39.74822710965569	9.333577253403371	0.0	0.2237290046282028	0.0	42.634096245299496	10.19618200475633	0.0	0.25123116271246276	0.0	95
ORF1a	10439	0	8270	0	14.702134662843028	5.311256605204144	0.0	0.361257513075797	0.0	14.380358801419256	5.210516227023243	0.0	0.35086867608405153	0.0	15.022177201256365	5.4135233527514215	0.0	0.3719915103983133	0.0	95
ORF1b	5105	3	4074	0	11.729373131512636	4.269876717326323	0.031605838946969236	0.3640328148360025	0.00269458892581869	11.363729933745796	4.152779216753221	0.0	0.3492238367432252	0.0	12.095016329279476	4.388667949604143	0.08428223719191796	0.37971503365967507	0.007215724556709791	95
ORF3a	1683	15	642	0	15.029778626812046	13.849484330950174	1.3964660100173159	0.9214696154102822	0.09291327867771257	13.859235120050982	13.174702563191461	0.7447818720092352	0.8425594842508253	0.048056656524545	16.22373300370833	14.499578960864056	2.141247882026551	1.0086175465414817	0.1463843755392682	95
ORF6	178	11	153	0	21.848528294558147	8.33228009568079	3.4917974503529887	0.38136573701195825	0.1598184281923784	18.5641090084481	7.162016037298657	1.5871806592513586	0.306838979612476	0.07312266600907265	25.418549257721242	9.54935471639821	5.713850373304891	0.47349341505417286	0.26854176402795005	95
ORF7a	665	39	275	0	14.933161882534112	12.784257484557989	7.325773385653134	0.8560984997765617	0.4905708143579016	13.195484863475597	11.80381066995279	5.0716892669906315	0.7469905800359453	0.33433307438438836	16.670838901592628	13.764704299163188	9.767697847537512	0.9856124290214283	0.6657238191939594	95
ORF7b	162	11	47	0	6.108838709761276	11.31842933736883	6.375037670677145	1.852795576233365	1.0435760336069295	4.4191599176996466	9.571758143330431	2.8977443957623383	1.3658789488828238	0.454991406118049	7.928492793519954	13.134967379168765	10.431879824744419	2.654126522108821	1.8864643684432953	95
ORF8	898	84	175	1	11.063121747442196	17.662277584130884	14.834044131281285	1.5965003357406258	1.340855182644169	9.41945794496507	16.462501489885913	11.655320388863867	1.3679678321640552	1.0119123933645409	12.706785549919323	18.882213850451276	18.189363637166338	1.893345542571593	1.73387769188213	95
ORF9b	501	18	147	0	6.6759676065702385	10.620599128983695	4.371011452050005	1.5908703808765186	0.6547382656183379	5.631428457242922	9.70905070074757	2.428339695583336	1.333294604811211	0.36084245927227415	7.765921501520482	11.574545158533128	6.556517178075007	1.9198390951909787	1.0104622052062537	95
S	3792	0	2352	0	14.190504995546224	6.773676827342865	0.0	0.47733867325150336	0.0	13.611300710013724	6.54502950827644	0.0	0.45292840411224605	0.0	14.769709281078722	7.005896760769704	0.0	0.5030882374209764	0.0	95
S1	2510	0	1279	0	14.866898252412884	8.426040480041097	0.0	0.5667651945269456	0.0	14.076476765967163	8.076913703178837	0.0	0.529972300517692	0.0	15.680567429636419	8.781881233381478	0.0	0.6066730260410931	0.0	95
