gene	missense	nonsense	synonymous	undoStop	dS	dN	dStop	dN_dS	dStop_dS	dS_min	dN_min	dStop_min	dN_dS_min	dStop_dS_min	dS_max	dN_max	dStop_max	dN_dS_max	dStop_dS_max	CI
E	520	0	236	0	16.581767082381866	16.5956934813712	0.0	1.0008398621763377	0.0	14.544177059546806	15.191442494485944	0.0	0.8614640507513918	0.0	18.689618830142273	18.095688853725903	0.0	1.168968220652561	0.0	95
M	959	0	1620	0	40.67988645791699	9.501260130631938	0.0	0.2335616187243028	0.0	38.72122525809136	8.896904689580271	0.0	0.21507991073124688	0.0	42.63854765774263	10.115523037930354	0.0	0.25280087221983744	0.0	95
N	4673	3	3004	0	42.70517676588186	22.645797770069553	0.11452374917161169	0.5302822628324021	0.002681729894233978	41.2124858336523	21.991575065391746	0.0	0.5065712151428239	0.0	44.2547321145773	23.30486656885608	0.2672220814004273	0.5554537498716668	0.006226279807436469	95
ORF1a	25265	3	19261	0	34.24157385018374	12.854574013840665	0.016910199849250948	0.37540838718696007	0.0004938499592115042	33.745532359941926	12.69023491206071	0.0	0.36837729819871007	0.0	34.73223759467524	13.016877956465448	0.0450938662646692	0.3827019128822152	0.0013178226744766947	95
ORF1b	12758	2	10053	0	28.94339422952787	10.6709279450831	0.02107055929797949	0.36868267282199707	0.0007279919946805492	28.367578170052532	10.482735533447759	0.0	0.35894028512080317	0.0	29.510573048111077	10.861629588873582	0.05267639824494873	0.37845886207365803	0.0018373427200551217	95
ORF3a	4255	39	1533	1	35.88886391729418	35.01459050991859	3.630811626045021	0.9756394237112005	0.10116819619624126	34.08622691688215	33.94481453664258	2.5136388180311684	0.9209256955156193	0.07060702166605629	37.668090047571	36.07634316339503	4.841082168060028	1.0357924038545352	0.13493752807565604	95
ORF6	418	24	416	0	59.40514882703392	19.566815056149274	7.618467164406521	0.32937911010240356	0.12824590653898896	53.83591612449949	17.69439256273786	4.761541977754075	0.287844738264488	0.07827018289391544	65.11718236809487	21.532858674231257	10.792828482909238	0.37823603073515527	0.18477747743149037	95
ORF7a	1444	113	613	0	33.28737539633968	27.760101966468778	21.225958784071903	0.8339528615861169	0.637657926806868	30.626557460906323	26.31826841557878	17.28131157641252	0.7593900688964547	0.5132547274863757	36.002495738618606	29.259608859394376	25.358446334953157	0.918538521835595	0.7749009118663565	95
ORF7b	439	31	157	0	20.406120796436603	30.6715461673143	17.966015253726496	1.5030561895267367	0.8804228610105941	17.286713795707442	27.73713856132979	11.590977583049353	1.2604321993116765	0.572920689124631	23.65550308886281	33.745687468821885	24.34105292440364	1.8102535736908827	1.2521612806728226	95
ORF8	1908	132	448	1	28.321591673452023	37.527422751137784	23.310640777727734	1.3250463880642374	0.8230695875605949	25.666442454065894	35.67858745836684	19.248938217972142	1.198633607246829	0.6691997019606887	30.913523054281338	39.41559496503151	27.54893910095096	1.47860174128967	0.9976601061340544	95
ORF9b	1093	42	638	0	28.974607707427293	23.17028911772291	10.19902672145001	0.7996756798810251	0.35199878543431024	26.749285171903878	21.813565875697048	7.285019086750008	0.7258019946728276	0.24985935232740342	31.199930242950707	24.569409961062078	13.355868325708348	0.882043691899105	0.46688259844963115	95
S	8084	1	5404	0	32.60437457310025	14.440507244788957	0.01925968097494046	0.4429009123426916	0.000590708493173501	31.729534766827207	14.110040416450763	0.0	0.4276813031320671	0.0	33.479214379373296	14.767401458766738	0.057779042924821375	0.4585895733362255	0.0017987539615568742	95
S1	4764	0	3078	0	35.778196107057745	15.992691970882785	0.0	0.4469954807958584	0.0	34.51090636353209	15.522713617414357	0.0	0.427027599091665	0.0	37.04519525444868	16.462670324351212	0.0	0.4678726765057642	0.0	95
