gene	missense	nonsense	synonymous	undoStop	dS	dN	dStop	dN_dS	dStop_dS	dS_min	dN_min	dStop_min	dN_dS_min	dStop_dS_min	dS_max	dN_max	dStop_max	dN_dS_max	dStop_dS_max	CI
E	23979	16	14541	0	746.6802230643618	648.0635658495722	14.236142005516506	0.8679265177132071	0.01906591545587165	734.5616251245235	639.6313613145596	7.118071002758253	0.850329303879824	0.009566510581222555	758.6447710303887	656.4417177914116	22.24397188361954	0.8864319289704514	0.029559310270869305	95
M	63792	126	80598	2	1473.460597662144	602.6988801432973	22.65168539325845	0.4090363061622179	0.015373119192463367	1463.4057162914626	597.8516475677782	18.33707865168541	0.40468267584498435	0.012429141928991218	1483.826266275192	607.4700573202532	27.146067415730364	0.4133560313362697	0.018455186400729233	95
N	243342	317	152729	15	1599.412298789291	1269.8772194228056	15.891795421959772	0.7939648959708926	0.009936021771240226	1591.1806071166989	1264.6586013200806	14.137180785465791	0.7887830304913552	0.00882585261676065	1607.3502445787763	1275.0959679877217	17.696541905210726	0.7991234937345572	0.011081602287842222	95
ORF1a	1328866	880	1006032	27	1042.1817411837526	652.5489097652484	7.151087859240485	0.6261373462790248	0.006861651453534378	1040.213468496354	651.4518639443296	6.6635136870195435	0.6245436734130918	0.006393736478171754	1044.2070678807613	653.6557644491169	7.663040740072475	0.6277502885638334	0.0073544406051178285	95
ORF1b	592141	418	530552	8	900.4405531574437	475.49556601577063	5.656016756964441	0.5280699146083766	0.006281388301683338	898.0236885151016	474.2821967546673	5.128302274855318	0.5260897330854157	0.005689015643197586	902.843755526431	476.7459139201617	6.210793520207364	0.530087470601853	0.006898829060737756	95
ORF3a	196513	1684	76980	20	1187.9519634077405	1491.4012932211908	210.9984839182574	1.2554390574371208	0.17761533329427767	1179.6800492587972	1484.8513250963617	201.10009898384982	1.2451005133800894	0.1691044037722485	1196.439924938961	1497.8749886159874	221.14746087632082	1.2660286752873184	0.18620182122888876	95
ORF6	27946	1670	19985	26	1586.3251391060692	1006.9904871720995	826.4462809917354	0.6347945086084696	0.5209816453249029	1564.1792940317337	994.7751513404477	787.8334240609689	0.6235525514243278	0.49617546330556017	1607.917338053546	1019.1697895647198	866.5314000098975	0.6463927360090269	0.5469572959146536	95
ORF7a	110025	8688	34325	221	1257.3398242471544	1849.175203152958	2533.5355184882765	1.4707043931104078	2.014996637846302	1243.9321677527607	1837.4431717913499	2479.2954624985414	1.452994438818426	1.9667278332058136	1270.636673663082	1860.5706770645031	2586.6164119911346	1.4886591361069528	2.062902753585534	95
ORF7b	22295	1670	8369	43	750.3541520971181	1059.6684347611185	1429.672117113261	1.4122243900423783	1.905329787431121	733.7672817257516	1045.7423144926724	1361.1848300659192	1.377470601879647	1.805294419837642	766.3134111571358	1073.785860947928	1499.0154952486946	1.4480286999290493	2.0067329585929676	95
ORF8	85267	9313	23949	4530	888.5961820306848	1495.683992092427	2170.4071406930952	1.683198760402482	2.442512340907343	877.5021798415672	1485.2640912702716	2126.587662261997	1.6595116085290358	2.384015514194692	899.8757026510584	1506.2091400084469	2214.9199468642946	1.707171137592128	2.501049635280791	95
ORF9b	63362	1358	20238	51	887.5731859746072	1352.0630259990746	494.3394852753812	1.5233256787883136	0.5569563086029549	875.4237659803085	1341.3296573857492	468.13002802955833	1.4997215176789502	0.5262967783978113	899.5899392583824	1362.6256849724268	520.1940227876668	1.547598915667581	0.5878432546161867	95
S	478556	367	273119	7	955.7211028205405	804.0364796631087	9.286484243341318	0.8412877745298524	0.00971673034731041	952.1902372060154	801.6119675015689	8.299637143912676	0.8373411016629765	0.008692332757377585	959.2448823838089	806.4727107341297	10.27333134276996	0.8453438918249522	0.010739056564465868	95
S1	297532	239	153726	7	1000.0578985682151	940.5131709839906	12.685168967512181	0.9404587197706504	0.012684434556912717	995.0226747707326	936.8998551291496	11.039812323190517	0.9346710767447769	0.011032238826749677	1004.9630132236439	944.1896287885728	14.330525611833846	0.9464735843692875	0.014348244649722269	95
