gene	missense	nonsense	synonymous	undoStop	dS	dN	dStop	dN_dS	dStop_dS	dS_min	dN_min	dStop_min	dN_dS_min	dStop_dS_min	dS_max	dN_max	dStop_max	dN_dS_max	dStop_dS_max	CI
E	8046	7	5820	0	408.9232390655189	256.7864418290628	5.136559092443388	0.6279575658646286	0.012561181663780164	398.24345687686616	251.20135267667828	1.4675883121266824	0.6074583011064926	0.0036357458266528366	419.3922360793956	262.62684934269924	9.539324028823435	0.6496397722232634	0.022644017947208755	95
M	22609	11	26435	0	663.8103694537257	223.9979043727398	1.3407537961615434	0.3374426111437157	0.002019784350860472	655.7246142441892	221.11483169493596	0.6094335437097925	0.33151098352582886	0.0009167304610471691	671.7956804991687	226.96023678051768	2.193960757355253	0.3435148815963775	0.003306114699955218	95
N	90189	112	49101	6	698.0249282228912	437.06438157175324	4.275553302406837	0.6261443737897441	0.006125215776021082	691.9116480502053	434.10826416543125	3.5120616412627585	0.619302677293489	0.005025485829089842	704.2519372285088	440.0060818481017	5.077219546608118	0.6330352210678487	0.0072864148590364155	95
ORF1a	477751	277	320773	1	570.2597148977202	243.07483038537072	1.561375119414171	0.42625285292854287	0.00273800704946204	568.3148375916561	242.39253055885536	1.380999654355494	0.42430671192240527	0.002422312013242168	572.2313475999966	243.75204231399815	1.7473873177559314	0.42813429153757454	0.0030676867322103458	95
ORF1b	220837	97	174243	3	501.6595882558067	184.71043381472933	1.0219221259520053	0.36819875098358856	0.0020370828144739973	499.3563240179053	183.9283897930447	0.8217518126212001	0.3658866017990504	0.001634818404534907	503.98322198681194	185.47407680060962	1.2223558212740315	0.37050762729226	0.002444460455281705	95
ORF3a	72979	807	25552	6	598.1945536951735	600.5475442593065	75.1298713389316	1.0039334871064909	0.1255943753998404	590.6796643817675	596.1203175391335	70.10259370286926	0.9897649212080767	0.11702909030183578	605.5923886579034	605.00809861557	80.25024670899509	1.0184465350708032	0.1344010440814432	95
ORF6	10389	714	5445	7	777.5505657769223	486.3149321012794	226.649398141094	0.6254447665604325	0.2914915223740179	757.2692766851928	476.7655773848812	210.14271928487986	0.605775125312559	0.2699438617675873	798.1174565457048	495.77066569300706	243.15607699730813	0.6455581761023353	0.3140962451043365	95
ORF7a	51256	4046	12277	119	666.6706488431684	985.3682731255703	760.0020286757072	1.4780435809427308	1.139996233514241	654.7784217439867	976.390456215362	736.5219857729728	1.448753547884116	1.0991442545569305	678.6728383162123	994.4623979422172	783.2942312352197	1.5079685922329273	1.1803869588907845	95
ORF7b	7532	624	2321	5	301.67265202884937	526.237097339889	361.6385005911398	1.7443977563122435	1.1987778744907769	289.19502402593275	514.0802658293818	333.24060551266894	1.6654060622530615	1.0958660130344253	314.2802553234631	538.0445946115886	390.6159445487632	1.828710251494029	1.3069907468956439	95
ORF8	28199	3092	8424	44	532.547072002589	554.6309193707203	546.0341006419254	1.0414683481125666	1.0253255145852551	521.041425385249	548.1206589248992	526.2553751335504	1.016844217295678	0.9830449390456625	543.8646455502222	561.2793507519851	565.6362303868328	1.0674378224390255	1.0689216292118786	95
ORF9b	21168	337	6754	6	306.73119193724756	448.7362123000536	81.83504774115842	1.4629624377812154	0.26679728013413323	299.41941789195636	442.7576205448607	73.09302483705841	1.4238802930641332	0.237986450207697	314.08838072816167	454.71427408523004	90.81990461481676	1.5037166778718494	0.2962586887931998	95
S	171891	68	90632	0	546.8171125664734	307.0501275128672	1.3096583062959513	0.5615225282027744	0.002395057280027504	543.239168593266	305.5763794315174	1.0015034106969039	0.557033488526208	0.0018293738101233695	550.401089917655	308.5309761652584	1.637072882869939	0.5661760519186015	0.0030029232822317876	95
S1	105673	45	50369	0	585.4814683938894	354.74301818620836	1.8843163742068105	0.6058996523995033	0.0032184048102767877	580.3783096720242	352.55761884258015	1.3399583105470652	0.5995841942798636	0.0022864078099655797	590.6892417242548	356.96870138870526	2.4705481350711516	0.6125337968251119	0.004238738719476636	95
