gene	missense	nonsense	synonymous	undoStop	dS	dN	dStop	dN_dS	dStop_dS	dS_min	dN_min	dStop_min	dN_dS_min	dStop_dS_min	dS_max	dN_max	dStop_max	dN_dS_max	dStop_dS_max	CI
E	733	0	440	0	30.91515896715263	23.393544849702096	0.0	0.7567014251667845	0.0	28.03442824521341	21.70126283652958	0.0	0.6726250674850728	0.0	33.8661514140172	25.11694378815218	0.0	0.8540386139198487	0.0	95
M	1838	0	2446	0	61.42160634324998	18.209922961523986	0.0	0.2964742221126425	0.0	58.96072432295623	17.36778833055035	0.0	0.27906145441911745	0.0	63.857377322520314	19.061965058744367	0.0	0.3151721173645302	0.0	95
N	8669	4	4311	0	61.28562484611075	42.01078982853262	0.1526983322288156	0.6854917435209714	0.0024915848147464225	59.494395727435275	41.11910851252731	0.0381745830572039	0.6602277451717276	0.0006104319792396339	63.16215058948505	42.89277895632048	0.3053966644576312	0.7105372239046678	0.0050749927410214165	95
ORF1a	43243	37	33986	0	60.41919572568115	22.001596836750913	0.20855913147409505	0.3641491180492352	0.00345186871439017	59.77559955865385	21.785348456769412	0.14091833207709126	0.3590216359743098	0.002322969418986815	61.05563637976795	22.21223580931098	0.2818366641541825	0.3694361864623613	0.004691054038210204	95
ORF1b	19217	5	15594	0	44.89637815729211	16.073304775094996	0.05267639824494873	0.3580089404713898	0.001173288367725337	44.19100348443482	15.84161900610393	0.010535279648989745	0.35047483000874236	0.00023527588759295935	45.604703887454214	16.30752068650916	0.10535279648989745	0.36560444841337625	0.0023413554746652835	95
ORF3a	6283	64	2310	0	54.0791100123611	51.70309569302433	5.958254976073881	0.9560641009292928	0.1101766463004287	51.80825560924463	50.36978452325475	4.561788966056565	0.9120476709335351	0.0836649365799673	56.256320934936674	52.98682686095554	7.447818720092352	1.0039672208303225	0.13896106752368162	95
ORF6	929	51	533	0	76.1128469346372	43.48701240948008	16.189242724363858	0.5713491763988944	0.21270052791832317	69.68680920094363	40.725189231698245	11.745136878460054	0.5140417279294722	0.1552781319369131	82.6816855068573	46.25000585132028	20.950784702117932	0.6358193575313424	0.27680150964353933	95
ORF7a	4605	301	1192	6	64.72846895992969	88.52858002464592	56.53994330978445	1.3676915497483766	0.8734942169694394	61.144510108121494	85.77900344309869	50.341211983462564	1.2838400400546035	0.7668349278455707	68.42103262542902	91.33534933704512	62.931210987908685	1.459787717961938	0.9870462906614046	95
ORF7b	762	35	201	2	26.125033631106735	53.238537994290425	20.28421077033637	2.0378361515638392	0.7764281208880139	22.615700755286426	49.53559506292902	13.909173099659224	1.7583907717412244	0.5233442523927904	29.764341798624088	57.01309444460738	27.238797320165983	2.3801267754231743	1.0755366901047434	95
ORF8	2236	283	730	7	46.149022146473165	43.97867781527468	49.976601061340524	0.9529709573409813	1.0829395453433215	42.86011409555499	42.110174061942345	44.14894086690859	0.8756191774815096	0.9399506852869574	49.56278542854104	45.768507726361435	55.98085701924009	1.037225269697835	1.2393555099861766	95
ORF9b	2011	36	606	1	27.521335847493635	42.630788120531356	8.74202290410001	1.549008680275007	0.3176452971811739	25.34142805759315	40.82889006471576	6.07084923895834	1.416786445802192	0.21790329857715884	29.70124363739412	44.53868017963023	11.656030538800012	1.7007676565511765	0.4288572883159933	95
S	15707	4	7959	0	48.01965529742874	28.05752687950274	0.07703872389976184	0.5842925507423438	0.0016043164704659374	46.96381415192679	27.607377470090714	0.01925968097494046	0.56855705302699	0.00039507163632554	49.08756319887928	28.509507253774473	0.15407744779952368	0.6008413446198144	0.003235053151365188	95
S1	9985	3	4494	0	52.237561177750976	33.51952756701608	0.12562109161378737	0.6416748181056492	0.002404803914683749	50.691589741026256	32.82798798976968	0.0	0.6191895826909484	0.0	53.80678030525351	34.21106714426248	0.2931158804321705	0.6651477140501563	0.005602513650869104	95
