gene	missense	nonsense	synonymous	undoStop	dS	dN	dStop	dN_dS	dStop_dS	dS_min	dN_min	dStop_min	dN_dS_min	dStop_dS_min	dS_max	dN_max	dStop_max	dN_dS_max	dStop_dS_max	CI
E	16	0	5	0	0.35130862462673446	0.5106367225037292	0.0	1.4535274306068655	0.0	0.0702617249253469	0.2872331564083477	0.0	0.5903332946404448	0.0	0.7026172492534689	0.7659550837555938	0.0	7.267637153034328	0.0	95
M	19	0	102	0	2.561326184387366	0.18824185868822402	0.0	0.07349390321141346	0.0	2.084216404942661	0.10898212871423495	0.0	0.042164513570367275	0.0	3.063547004855477	0.27740905490896167	0.0	0.1120881733972431	0.0	95
N	218	0	69	0	0.9809111840365673	1.0564485157019392	0.0	1.0770073100344586	0.0	0.7534535181730154	0.9110656924402045	0.0	0.8309136098918374	0.0	1.2225849540165912	1.2066774330723986	0.0	1.435661385138559	0.0	95
ORF1a	527	1	448	0	0.7964397012035884	0.2681322186936089	0.00563673328308365	0.336663551915361	0.0070774137383726055	0.7182179448353788	0.2426927292539876	0.0	0.29771595184088023	0.0	0.8764392247619845	0.29408049792202273	0.016910199849250948	0.3813788165074227	0.022812028061477835	95
ORF1b	228	0	236	0	0.679462950180899	0.19070164379048024	0.0	0.28066525737673875	0.0	0.5902114609622215	0.16310009008396337	0.0	0.22952757388121808	0.0	0.771593519696953	0.21997601893375573	0.0	0.3413871487578898	0.0	95
ORF3a	96	0	38	0	0.8896130651384077	0.789988411034591	0.0	0.8880134993427543	0.0	0.6086826235157526	0.6254074920690512	0.0	0.621265258261113	0.0	1.193954376896284	0.9627983759484079	0.0	1.3401344637994306	0.0	95
ORF6	14	1	7	1	0.9996058696856669	0.6553478726939947	0.3174361318502717	0.6556062669980854	0.31756129238225833	0.2856016770530477	0.3276739363469974	0.0	0.2731692779158689	0.0	1.85641090084481	1.0298323713762776	0.9523083955508151	2.0760865121606042	1.6671967850068565	95
ORF7a	46	6	22	0	1.194652950602729	0.8843245778791993	1.1270420593312513	0.7402355449195834	0.9434054122267337	0.7059312889925217	0.6344067623915994	0.37568068644375047	0.46389573879518126	0.2660887060126685	1.6833746122129363	1.172691288057199	2.0662437754406278	1.2643774835582946	2.141380538863856	95
ORF7b	14	0	3	0	0.3899258750911453	0.9781358686615038	0.0	2.508517467410605	0.0	0.0	0.4890679343307519	0.0	0.8600631316836361	0.0	0.9098270418793389	1.5370706507537917	0.0		0.0	95
ORF8	108	5	13	0	0.8218319012385632	2.1241937406304405	0.8829788173381717	2.584705871637641	1.0744031912212892	0.44252486989768786	1.6718191477184023	0.17659576346763434	1.597070404007116	0.232787358097946	1.2643567711362511	2.6159052546652646	1.7659576346763435	5.06721443329331	2.793448297175352	95
ORF9b	21	0	9	0	0.40873271060634114	0.4451748137897357	0.0	1.089158763753784	0.0	0.18165898249170717	0.254385607879849	0.0	0.5404375548834386	0.0	0.6812211843439019	0.6359640196996225	0.0	2.8006939639383024	0.0	95
S	266	0	135	0	0.8145060265300766	0.4751577099349162	0.0	0.5833691764800839	0.0	0.6757383331212488	0.4090643442672775	0.0	0.47371331623946666	0.0	0.9653404758874982	0.5466099971431743	0.0	0.7262706998027426	0.0	95
S1	201	0	82	0	0.9531553218904273	0.6747546360510999	0.0	0.7079167692342468	0.0	0.7439261048900896	0.5638900994561369	0.0	0.5376630485080683	0.0	1.1740083842796727	0.7989632008963272	0.0	0.9411003464426606	0.0	95
