gene	missense	nonsense	synonymous	undoStop	dS	dN	dStop	dN_dS	dStop_dS	dS_min	dN_min	dStop_min	dN_dS_min	dStop_dS_min	dS_max	dN_max	dStop_max	dN_dS_max	dStop_dS_max	CI
E	410	0	186	0	13.068680836114522	13.08506601415806	0.0	1.0012537744435734	0.0	11.171614263130156	11.84038900305522	0.0	0.84418995773724	0.0	14.965747409098888	14.361657820417383	0.0	1.1996277171998484	0.0	95
M	820	0	1283	0	32.21746563302932	8.124122322333879	0.0	0.2521651583296805	0.0	30.48480380241434	7.589119145009453	0.0	0.2310481161691042	0.0	33.97523850466771	8.688847898398551	0.0	0.27471179915694904	0.0	95
N	2651	0	2330	0	33.12352259137974	12.846995482228628	0.0	0.3878511244323998	0.0	31.78720880443137	12.372078259573629	0.0	0.3669653759087677	0.0	34.47405248244458	13.341297081318526	0.0	0.4101660345336243	0.0	95
ORF1a	17538	2	15781	0	28.05494402833444	8.923155315841582	0.0112734665661673	0.31805999351948555	0.0004018352898790859	27.638902061651027	8.795436359109962	0.0	0.31125302239602837	0.0	28.476274852408658	9.051879132406066	0.028183666415418248	0.3250889011397545	0.0010099013901807624	95
ORF1b	6930	1	8122	0	23.38389017529348	5.796326278368545	0.010535279648989745	0.24787690306947815	0.0004505357992196233	22.88005112325256	5.662500563427857	0.0	0.24004295030752737	0.0	23.8877292273344	5.9309884040276115	0.031605838946969236	0.2561354861013384	0.0013710197681760135	95
ORF3a	2523	12	1151	0	26.945911525639662	20.761882927502846	1.1171728080138528	0.7705021560598323	0.0414598261762582	25.424204966850283	19.947207378623425	0.5585864040069264	0.7194361030027726	0.020254779256737344	28.491028954564268	21.55187133853744	1.7688569460219334	0.8259468017927512	0.06627813879010164	95
ORF6	400	16	276	0	39.41303143332058	18.724224934114137	5.078978109604347	0.4750770050710764	0.12886545198120627	34.843404600471814	16.851802440702723	2.5394890548021736	0.4084591416741735	0.06804884836762679	44.26825994322239	20.59664742752555	7.618467164406521	0.5563541629403134	0.1997162815372797	95
ORF7a	1516	194	538	2	29.214694882921282	29.144262175323174	36.441026585043794	0.9975891342394514	1.2473526330184943	26.771086574870246	27.644755282397576	31.369337318053162	0.9063307732395144	1.049404306634441	31.712605597817895	30.720666857629574	41.51741186061491	1.1019608019260256	1.4626451491453287	95
ORF7b	408	22	178	0	23.13560192207462	28.505673886706685	12.75007534135429	1.2321129133670068	0.5511019503317492	19.88621962964841	25.710999976245244	8.113684308134548	1.0382971254235058	0.33382257176147767	26.644934797894926	31.37021464492966	18.545564132878965	1.4750479840116277	0.8247705488937581	95
ORF8	1053	103	324	0	20.482579692407267	20.710888971146794	18.189363637166338	1.011146509969355	0.8880406623736459	18.206737504362014	19.41277057409486	14.834044131281285	0.8950301719165147	0.7023988492897563	22.695204041895707	22.00900736819873	21.721278906519025	1.1510512978338887	1.100202386791152	95
ORF9b	825	9	296	0	13.44276470438633	17.489010541739617	2.1855057260250024	1.3009980406807993	0.16257858960455354	11.944078098829745	16.301877704966987	0.9713358782333343	1.1440431947141072	0.06683786461520534	14.98686605556584	18.6973421791689	3.642509543375004	1.4873170116844565	0.278511885481457	95
S	6557	2	4236	0	25.557389099121515	11.712816180613705	0.03851936194988092	0.4582947082421776	0.0015071712450942395	24.80321685233441	11.421648110240053	0.0	0.44052831235433426	0.0	26.34187907022946	12.003984250987356	0.0962984048747023	0.4768872552919247	0.003813845516259976	95
S1	4166	0	2448	0	28.455173512045924	13.985213003924786	0.0	0.49148226061613814	0.0	27.327660509321884	13.5454475446079	0.0	0.4671407833510718	0.0	29.605934205547783	14.435049427958853	0.0	0.5175822932135872	0.0	95
